,name,brand,reviews.rating,reviews.text,reviews.title,sentiment
14771,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Perfect for reading but also has many other functions. Downloaded my favorite games & travel apps. Set up easy. So far, works great.",Works great,Positive
14772,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Good picture and sound quality. Handy size. Meets my needs and then some.,Good picture and sound quality,Positive
14773,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,fits easily into my purse or bag. small compact!!!,love it!,Neutral
14774,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,It's an ok tablet because you need to have an Amazon account in order to download free apps,An ok tablet,Positive
14775,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,It was all that my grandson wanted and didn't have to search everywhere to find it.,Great computer for gamer,Neutral
14776,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"So far, so good. I'm quite pleased with the purchase. I had an early version of Kindle (pre-touch screen) and I didn't anticipate that added feature would make that much difference but it is so nice. I still like hard copy books but reading on the Kindle Fire is quite enjoyable.",Quite happy!,Positive
14777,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My daughter loves the Amazon Fire tablet that I purchased for her!,Great tablet,Neutral
14778,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,I bought this tablet for myself because I bought the 8 gb one for my 6 year old and was so impressed with it that I bought myself the 16 gb one,Great tablet for anyone,Positive
14779,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Love the size of the tablet for travel, it responds to touches quickly and has a great picture!",Works Well,Positive
14780,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,1.0,The protector was not made for the Fire 7 as it was to large and had no directions that were coherent. Worse purchase from Best Buy ever.,Confused,Positive
14781,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I can read just about any book that is published and not leave my house to go to the store and have to buy them.,Great for reading borrowed books.,Neutral
14782,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,I bought this tablet to replace one I had (different brand) that was worn out. This is a pretty good tablet for the price. I just wanted something to use til I could get something bigger. I've had no problems with it other than some of the games I played on my other one not being available on the Fire.,Decent tablet for the money,Neutral
14783,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Love this kindle excellent price I just carry it everywhere. Fits perfectly in my purse.,Carry everywhere,Positive
14784,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"We bought this for our toddlers, and so far seems to hold up well with them. Some quirky rules with Amazon and accounts with product, but overall good for what we need.",Solid product,Neutral
14785,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I had some thoughts about getting this for a 5 year old, but if you get the screen protector and a case I feel it will last a long time.",Very sturdy for a 5 year old,Neutral
14786,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"I bought the fire because I had heard it was a good tablet. So when I bought it, I was wondering if it lived up to the hype. It does. Its fast and easy to use. I put Netflix on it and watch series I missed. Only downside is that I had to register for a trial of prime.",Great item,Positive
14787,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Got this for my grandson 7 yrs old - perfect size.,"Amazon Fire - Great 7"" Tablet",Positive
14788,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,This is an upgrade for my wife as her old kindle wouldn't charge anymore. She likes the feel and the games plus reading material. It rolled over most of her games easily tried to get her to buy an iPad but she has all she needs on thus device,Wife likes it,Positive
14789,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Making a gift baskey and choose to place this Kindle Fire as the main surprise. Great price!,Fire!,Positive
14790,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,It's a very basic laptop. It's a good price. It fills all the basic needs.,Good laptop for the price,Positive
14791,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"This Kindle Fire 7 blows away my other tablet for performance, battery life, readability, color, and many other options. I love this size as well!",More than an ebook reader.,Positive
14792,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great tablet for kids they love it it is also great that you can download music and movies through Amazon Prime,Great tablet for kids,Positive
14793,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"This is the forth kindle we have bought for grandchildren. With a spongy protective case, they take them everywhere.",Nice for a beginner,Neutral
14794,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,This is a grate product and the price very fare just so happy with my Kindle!,Excellent Tablet,Positive
14795,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"I bought this tab as a birthday gift for my 12 yr old nephew who lives in India. It's very useful for him to google for important information over the Internet for his school assignments. Also, he can video chat with me using Skype.Rightly priced to be a kid's product. Resolution could've been better if its targeted as a kid's product. I think better resolution can reduce some pressure on eyes while reading documents with fine text.",great tab for kids,Positive
14796,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,A good product that provides the services I desire.,Does what I want,Positive
14797,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Good device. My previous one was inherited and has a cracked screen.,All I needed.,Positive
14798,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Good choice for the price, good performance, and fast.",Excellent choice!,Positive
14799,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,bought kindle for my wife she uses it for everything especially reading. loves it.,great product easy to use,Neutral
14800,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"There are many apps and books available for free with this tablet, so it is very entertaining. It makes shopping online easy too with the Amazon store app.",Very satisfied with the price and ease of use.,Positive
14801,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Really only wanted a kindle for downloading and reading books whilst traveling overseas.Seems to be OK so far, battery life seems good, relatively simple to operate, nice clear screen. My wife bought a Nook at the same time and I have to say downloading books for that seems far easier and less complicated than the Kindle Fire",Fine for Books,Neutral
14802,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Excellent price for a tablet. Hit for my daughter, she loves it!",Great for all ages,Positive
14803,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,1.0,"Difficult to purchase. No stock in 6 stores, no order online or ship to store available. When it did become available it did not work. Once it turned on, I couldn't get any further. I could not log onto wifi network, though other items in my household work. Also the product wouldnt move past setting up the clock. Tried 3 days, gave up and returned the item.",Returned,Neutral
14804,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"The Kindle will NEVER take the place of an iPad or Samsung Galaxy Tab but they cost very little. Perfect for kids and adults alike. Especially good for those who don't want to spend six weeks learning to use it. It's very simple to set up right out of the box. It works great with the Prime membership. If you want to watch movies or Hulu/Netflix, the iPad is superior for quality of picture. Again, you pay a hefty price for this quality. If you just want something simple and hard to break (think young kids or teens) this is definitely the best option.",Good for reading books. Ok for a lot of activity,Positive
14805,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"it was good, works pretty easily. the camera is good.",good,Positive
14806,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Replaced a kindle 6 that crashed so fare everything is great. Larger screen fast response,more storage. Don't have to charge as often. Well pleased.",Great up grade from the kindle 6,Positive
14807,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Bought this tablet for my son. Great price and has great features. Camera quality is not good,Great for kids,Positive
14808,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Perfect for the kiddos, both for entertainment and educational enjoyment!! Definitely best tablet for the price!",Perfect,Positive
14809,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,bought it for my son. he likes it. very good alternate to expensive tables out there.,excellent tablet,Neutral
14810,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,For those that have Prime this is almost a must have. Keeps all your Amazon stuff in one place.,Great tablet for Amazon,Neutral
14811,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"The amazon fire OS is not a perfect OS but it is very functional and useful for your average tablet use. I would recommend checking the Amazon store to ensure the Apps you are thinking of using on a Fire tablet to ensure you dont have any issues. The size on this one is good, the screen is not the brightest HD screen that is available, but at this price point i cannot complain.",Good tablet for average use,Neutral
14812,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Purchased for parents who wanted to use it for photos, music, books and social media. Perfect size. The front and rear camera are easy to use and once we added FB, sharing photos was easy. Amazon apps are native to the device, so we have access to plenty of Kindle books. There are Amazon ads on the Kindle, but nothing that interferes with the overall usefulness of this device.",Perfect for non-tech-savvy parents.,Positive
14813,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Very user friendly, perfect for my daughter's school research and books. She is very happy",Great tablet For my daughter,Positive
14814,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Looking for a reader with some basic tablet functions. This was just that.,Basic tablet/reader,Neutral
14815,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I personally love this because i can bring it every where i go and sing and its fun,Really good for reading and downloading apps,Positive
14816,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.",Kindle FIRE,Neutral
14817,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I bought this tablet for it's inexpensive price and quality. it's meant to be a portal to be able to purchase more products from Amazon and services but it really is a high-quality product.,High-quality inexpensive tablet,Positive
14818,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I love my amazon fire. This is the best product I've ever bought. I can get any books I want for way cheaper than they are on store.,Great for books,Positive
14819,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My daughter loves her new Kindle. It has all of her favorite games. I love the parental controls of the kindle fires vs. standard Android tablets.,Daughter loves it,Positive
14820,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,1.0,My first tablet was a Kindle. I was curious about the updated version. Very disappointed,Crashed after update,Negative
14821,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"I love everything about it, except the glare. Great product though, easy to use, great movie quality as well. I just wish I could read it on the beach.",My K FIre,Positive
14822,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Always a big fan of Kindle. This is my third one to purchase. Why so many you may ask? I never get to use them because every one else in the family grabs them. Great for surfing amd reading books.,DER,Positive
14823,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great upgrade/replacement. No problems with it at all.,Perfect,Positive
14824,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,This is my son's 4th kindle. It is reliable but the charging plug area wears out quickly,reliable,Positive
14825,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great on the go companion for avid reader. Easy to load books and connect with prime.,Good beginner tablet,Positive
14826,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,My granddaughter loved it. She used it for her school work.,Great!,Positive
14827,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Thrilled with the ease of use, so easy to navigate! I wish I had started with a tablet like this, it would have saved me a lot of frustration.",I wish I started with this one!,Positive
14828,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,easy to operate and has good color. use it when out and about.,great item,Positive
14829,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,All data from previous Kindle self loaded and was a seamless transition from old to new unit.,Easy start up,Neutral
14830,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Bought for my wife to read ebooks. She has done that and in addition is playing games on it.Very pleased.,Does what I purchased it for.,Positive
14831,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"The tablet is great overall. Its fast, smooth and many options to check out with regards to apps and programs. Great also if you have an Amazon account and also Kindle as well.",Great tablet,Positive
14832,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Love this tablet. I am not a computer... tablet geek and so I love how easy to use. I have 2 kindle fires, one for everything on a secure connection at home and one kindle (this one) that I travel with. I am not sure of security when I travel so I use this kindle when I travel for information -- google map, entertainment --youtube, games, ect.",Love the ease of use,Positive
14833,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,3.0,Screen larger than phone. Visual better...........,Nice size to travel with.,Neutral
14834,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Quite an upgrade from the original Fire. The deletion of the carousel was a welcome change. The new turn style approach is faster and more consice. Still don't know why a chime sounds? Also miss the ease of making notes while reading. There has got to be a better way to organize books. Trying to figure out series, trilogies etc. Is impossible, and if you buy a series in a set then the chances are good that Amazon won't pick up a new purchase as a book already read.",Love this Fire!,Positive
14835,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Purchased for my 9 yr old nephew. Such a great price, he only wants to play games on it. His brother broke his original tablet, so this repaved it. He's happy! I also bought me one!",Nephew's Birthday Gift,Positive
14836,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Got it for the kids and they love it. I am also a prime member as well there are so many great things for members, movies, apps, games and shows that are free. If you are looking for a simple tablet to help occupy some free time look into one.",They love it,Positive
14837,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,I bought this as a first time tablet for my mother. She has really learned to use it freely. The color and size are perfect for her. She uses it mainly to search the internet and check her emails. Great starter. I am going to download some books for her to read as she travels.,Great Size,Positive
14838,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I bought two of these as a birthday gift for my niece and nephew. They absolutely love them. They use it all the time to play games and music. Great deal, great price LOVE ITL:)",Great Gift,Positive
14839,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,Amazon has consistently delivered quality tablets at the best prices and this is no exception.,Great little tablet if you dont need HD resolution,Positive
14840,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,was a great purchase. loved the color and the camera feature,loved it,Positive
14841,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,was supposed to be a gift. there was a glitch in your computer system and it told me I wouldn't receive in time. ordered another one from someone else. then received it anyway. returned to store,like the kindle,Neutral
14842,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,4.0,"Like this a lot, just wish they would come with more instructions on all the things that can be done on it.",Good for the price,Positive
14843,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Love it! Really like the camera as my old one was backwards and hard to use.,Easy to use.,Neutral
14844,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,I got the Amazon - Fire - 7 - Tablet - 16GB - Blue for my 9 year old granddaughter. It is user friendly and she is able to navigate and use the tablet with ease. It is a great tool for her in school work since there are numerous apps. she is able to use for multiplication and division facts. A great product!,Awesome for new tablet user.,Positive
14845,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"I love my Fire and the fact that I now have a place for my ""library"" that's not taking up space on my phone.",Love my Fire,Positive
14846,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Great tablet. Drop it many times and its still working.,Great tablet.,Positive
14847,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,Wanted a tablet that would fit in my purse. Very easy to use. Would buy again.,Love it,Positive
14848,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Amazon,5.0,"Exactly what we wanted from it, something to use the streaming apps when the tv is being used, and want something larger then your phone. Battery lasts days and was great purchase.",perfect stream device,Positive
