,id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,Sentiment
14498,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-18T00:00:00.000Z,2017-07-02T14:34:29Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=12,This tablet is perfect for my lil brother. He love it,Awesome,,,Teetee,Positive
14499,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-18T00:00:00.000Z,2017-07-02T14:34:29Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=12,Bought these for my kids and they love it. Love amazon.,Great tablet for kids,,,Yoyo,Positive
14500,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-18T00:00:00.000Z,2017-07-02T14:34:29Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=12,Though it's entry level tablet it's not cheap technology. Amazon ecosystem is very competitive with Google and they're ahead with more rapid product line. Fire tablet is the proof of that. You can also get advantage of Alexa.,I just love the fire tablet,,,JapsT,Neutral
14501,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,Purchased 3 of these as Christmas gifts for my grandchildren to play games on. Excellent tablet for the price!,Excellent tablet,,,GRAMMIEG,Positive
14502,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,I purchased this for my kids and it works great with time limits.,Great family tablet,,,Melly,Positive
14503,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,I love my fire tablet so much I have 6 of them. Well worth the $50!,Best $50 tablet,,,TimmyTwo2,Positive
14504,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,"This has proven to be one of my most clever purchases ever. It suits my needs perfectly and it""s super easy to add new books that I want.",Hero,,,Readerplus,Positive
14505,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,"You can't get a better tablet for the price. Bought it for my kid, and for the price don't have to worry about damage. Can watch videos, play some games. Overall good purchase.",Great Tablet for the Price,,,Adrian,Positive
14506,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,Got it for my daighter and its a great tablet for a starter. Easy to ise and has great graphics .,Great and simple tablet .,,,CurleyTech,Positive
14507,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,The tablet is good. It is a little slow but I'm not sure if it's my wifi or the tablet. I like that you can add a memory card :),Decent tablet for the price,,,Momof3,Neutral
14508,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:34:48Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=16,Great gift for Mother's day for aging parent. Not too difficult to navigate.,Gift,,,Bec2,Neutral
14509,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,"Couldn't ask for much more, performs smoothly, expandable memory, durable, inexpensive, and purchased thru best buy so all in all 4.5 out of 5.",great value buy tablet,,,W4V3,Positive
14510,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,I had got this tablet for my niece for her bday and it's the best.,Love this tablet,,,Kinkz626,Positive
14511,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,"This device is great for streaming videos reading books,and web searching, which is what I enjoy!",Kindle,,,reka,Positive
14512,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,This is a nice tablet for the price. Functional for your basic needs.,Good quality,,,Bestbye,Positive
14513,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,best price for a starter tablet. very efficient for any age.,great product and easy to use for all ages,,,smfishe,Positive
14514,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,This is a good tablet it was bought for my son who is 7 years old.,Great Tablet,,,Mccants,Positive
14515,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,I enjoy using this product but doesn't get as many apps and games as the android!,Love my amazon fire,,,hmaxham1007,Positive
14516,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-19T00:00:00.000Z,2017-07-02T14:35:06Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=9,Got this for my Neice she loves it. I had previously purchased one for my Mother.,Great,,,Auntie,Neutral
14517,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:35:23Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=15,Good tablet at a good price. Great for your basic tasks.,Good tablet for a good price.,,,MarkG,Positive
14518,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:35:23Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=15,My kid love this tablet. Very good quality with affordable price.,Excellent tablet,,,avi1,Positive
14519,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:35:23Z,2017-06-07T08:14:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=15,"It's everything you can ask for in a tablet. The only downfall was the camera, but at a price like that, you get what you pay for.",True bargain,,,Beckalicious,Neutral
14520,AVphgVaX1cnluZ0-DR74,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",B018Y229OU,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys","firetablet7displaywifi8gbincludesspecialoffersmagenta/5025800,841667103105,0841667103105,amazon/b018y229ou,firetablet7displaywifi8gbincludesspecialoffersmagenta/b018y229ou",Amazon,2017-05-17T00:00:00.000Z,2017-07-02T14:35:23Z,2017-06-07T08:14:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5025800/reviews.htm?format=embedded&page=15,I love this tablet...I purchased 3 of them One did have to be returned because it had a short in the charge plug but a simple exchange and the new one was good...I still gave this 5 stars because for 30 bucks it is still working 6 months later after some abuse by us being careless...doesnt scratch easy..would be perfect for kids too,Great Tablet for the money!,,,Rdrogers,Positive
